Provider,PotentialFraud,IP_TotalClaimAmt,IP_AvgClaimAmt,IP_MedianClaimAmt,IP_StdClaimAmt,IP_ClaimCount,IP_TotalDeductible,IP_AvgDeductible,IP_AvgLOS,IP_MedianLOS,IP_TotalLOS,IP_UniqueAttendingPhys,IP_UniqueOperatingPhys,IP_UniqueOtherPhys,OP_TotalClaimAmt,OP_AvgClaimAmt,OP_MedianClaimAmt,OP_StdClaimAmt,OP_ClaimCount,OP_TotalDeductible,OP_AvgDeductible,OP_UniqueAttendingPhys,OP_UniqueOperatingPhys,OP_UniqueOtherPhys,TotalClaimAmt,TotalClaimCount,AvgClaimAmt,IP_OP_Ratio_Claims,IP_OP_Ratio_Amount,UniquePatients,AvgPatientAge,MedianPatientAge,StdPatientAge,PctMale,UniqueStates,UniqueCounties,PctAlzheimer,PctHeartfailure,PctKidneyDisease,PctCancer,PctDiabetes,AvgIPAnnualReimb,AvgOPAnnualReimb
PRV51015,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,700.0,87.5,65.0,74.01737247816507,8.0,0.0,0.0,3.0,1.0,4.0,700.0,8.0,87.5,0.0,0.0,7,72.3211107851765,68.08213552361396,12.4547382867578,0.0,1,3,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.42857142857142855,1.0,1355.7142857142858,1550.0
PRV51016,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,170.0,28.333333333333332,10.0,37.638632635454044,6.0,0.0,0.0,3.0,1.0,0.0,170.0,6.0,28.333333333333332,0.0,0.0,6,70.83276294775268,74.16837782340863,13.85857000623392,0.5,1,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.0,878.3333333333334
PRV51017,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,142720.0,277.126213592233,80.0,570.1818038894332,515.0,1050.0,2.0388349514563107,113.0,46.0,69.0,142720.0,515.0,277.126213592233,0.0,0.0,420,72.81789381050162,73.37303216974675,12.182620027940322,0.4357142857142857,10,61,0.3880952380952381,0.5666666666666667,0.4,0.11190476190476191,0.6619047619047619,3225.1428571428573,2224.0238095238096
PRV51021,1,269000.0,9275.862068965518,7000.0,10277.911654625932,29.0,30972.0,1068.0,4.758620689655173,4.0,138.0,7.0,7.0,1.0,79830.0,350.13157894736844,85.0,631.2399379496628,228.0,520.0,2.280701754385965,67.0,23.0,41.0,348830.0,257.0,1357.3151750972763,0.12663755458515283,3.36961831869825,208,73.8319512451956,75.24982888432581,12.628869118631481,0.4519230769230769,4,34,0.3557692307692308,0.5432692307692307,0.4326923076923077,0.1971153846153846,0.7451923076923077,4290.961538461538,2387.980769230769
PRV51023,0,54000.0,6000.0,4000.0,3741.657386773941,9.0,8544.0,1068.0,3.5555555555555554,3.0,32.0,4.0,4.0,1.0,11610.0,430.0,70.0,668.511549868581,27.0,80.0,2.962962962962963,10.0,5.0,6.0,65610.0,36.0,1822.5,0.32142857142857145,4.6507622082507964,35,72.90255206805516,70.83641341546885,13.076647596904223,0.4,1,7,0.45714285714285713,0.6,0.45714285714285713,0.14285714285714285,0.6,5358.0,2529.714285714286
PRV51024,0,61000.0,6777.777777777777,7000.0,3767.5515184857713,9.0,9612.0,1068.0,4.333333333333333,4.0,39.0,1.0,1.0,1.0,3050.0,101.66666666666667,60.0,116.68062313894262,30.0,90.0,3.0,12.0,5.0,8.0,64050.0,39.0,1642.3076923076924,0.2903225806451613,19.993444772205834,38,68.33127994524298,69.87405886379193,14.63866857649557,0.4473684210526316,2,10,0.3684210526315789,0.5526315789473685,0.6052631578947368,0.13157894736842105,0.7631578947368421,4686.8421052631575,1993.9473684210527
PRV51025,0,86000.0,6615.384615384615,4000.0,5252.593986759645,13.0,13884.0,1068.0,7.0,5.0,91.0,2.0,2.0,0.0,32350.0,437.1621621621622,100.0,810.343272890291,74.0,400.0,5.405405405405405,34.0,13.0,20.0,118350.0,87.0,1360.344827586207,0.17333333333333334,2.6583413186609377,76,73.81083612522065,74.41752224503765,13.249252074507748,0.47368421052631576,2,13,0.3157894736842105,0.5263157894736842,0.4605263157894737,0.13157894736842105,0.6973684210526315,3968.2894736842104,2224.342105263158
PRV51026,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,19840.0,261.05263157894734,65.0,668.7831316600191,76.0,340.0,4.473684210526316,29.0,10.0,18.0,19840.0,76.0,261.05263157894734,0.0,0.0,56,69.54835240050845,71.24982888432581,14.657174123809083,0.4642857142857143,3,9,0.42857142857142855,0.44642857142857145,0.39285714285714285,0.16071428571428573,0.7142857142857143,4057.6785714285716,1787.857142857143
PRV51027,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,29840.0,563.0188679245283,60.0,1044.0446219937528,53.0,0.0,0.0,10.0,6.0,5.0,29840.0,53.0,563.0188679245283,0.0,0.0,44,72.30800821355236,73.2060232717317,13.962430200714762,0.4772727272727273,2,5,0.4318181818181818,0.6590909090909091,0.4772727272727273,0.13636363636363635,0.75,4899.318181818182,3208.8636363636365
PRV51029,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,30660.0,329.6774193548387,80.0,618.3119580109661,93.0,160.0,1.7204301075268817,38.0,10.0,17.0,30660.0,93.0,329.6774193548387,0.0,0.0,79,71.4666389415954,73.99863107460644,12.724012575100016,0.43037974683544306,6,17,0.34177215189873417,0.46835443037974683,0.31645569620253167,0.10126582278481013,0.6455696202531646,3116.4556962025317,1668.4810126582279
PRV51030,0,705600.0,8604.878048780487,6000.0,8114.731344891162,82.0,86508.0,1068.0,4.621951219512195,4.0,379.0,1.0,1.0,0.0,34160.0,383.82022471910113,90.0,719.4308129252685,89.0,240.0,2.696629213483146,45.0,11.0,23.0,739760.0,171.0,4326.081871345029,0.9111111111111111,20.655133046456484,145,71.86220113762421,72.24914442162903,14.011048642565353,0.41379310344827586,2,14,0.4206896551724138,0.6344827586206897,0.46206896551724136,0.18620689655172415,0.7241379310344828,6787.310344827586,2338.0
PRV51031,0,329000.0,11750.0,7500.0,13164.556792978468,28.0,29904.0,1068.0,5.535714285714286,3.5,155.0,2.0,2.0,0.0,30720.0,195.6687898089172,70.0,365.13129687220373,157.0,340.0,2.1656050955414012,58.0,14.0,28.0,359720.0,185.0,1944.4324324324325,0.17721518987341772,10.709286807070082,157,73.08711858643194,74.5845311430527,14.5989617514273,0.39490445859872614,4,29,0.4713375796178344,0.6687898089171974,0.46496815286624205,0.12101910828025478,0.6815286624203821,5933.4394904458595,1870.1910828025477
PRV51032,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,5420.0,235.65217391304347,80.0,596.2063865273236,23.0,50.0,2.1739130434782608,10.0,4.0,8.0,5420.0,23.0,235.65217391304347,0.0,0.0,21,71.06652325543496,73.24845995893224,12.682688331795404,0.38095238095238093,3,5,0.38095238095238093,0.6190476190476191,0.42857142857142855,0.23809523809523808,0.7142857142857143,8060.952380952381,1400.0
PRV51035,0,29000.0,29000.0,29000.0,7937.253933193771,1.0,1068.0,1068.0,14.0,14.0,14.0,1.0,1.0,0.0,3560.0,122.75862068965517,60.0,162.9832715281834,29.0,360.0,12.413793103448276,17.0,6.0,8.0,32560.0,30.0,1085.3333333333333,0.03333333333333333,8.143779837124404,25,75.25639972621492,78.33264887063655,15.688588390413088,0.36,2,8,0.28,0.56,0.56,0.12,0.72,3342.4,1382.4
PRV51036,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,74880.0,269.3525179856115,70.0,579.1512632739048,278.0,1410.0,5.071942446043166,5.0,3.0,4.0,74880.0,278.0,269.3525179856115,0.0,0.0,131,72.19735515254114,72.16427104722793,12.514206908484049,0.4351145038167939,1,7,0.3053435114503817,0.5190839694656488,0.3816793893129771,0.1297709923664122,0.6335877862595419,4890.839694656489,1415.1145038167938
PRV51037,1,214000.0,9304.347826086956,7000.0,5849.901184936185,23.0,24564.0,1068.0,4.565217391304348,3.0,105.0,1.0,1.0,0.0,128230.0,297.51740139211137,80.0,579.1863651940712,431.0,960.0,2.2273781902552203,2.0,2.0,1.0,342230.0,454.0,753.8105726872246,0.05324074074074074,1.6688632234015175,206,72.0650571825389,72.9158110882957,14.214239322598692,0.45145631067961167,1,7,0.35436893203883496,0.558252427184466,0.39805825242718446,0.13106796116504854,0.6213592233009708,3398.3980582524273,1440.6796116504854
PRV51038,0,229600.0,7653.333333333333,7000.0,4210.637869060674,30.0,30972.0,1068.0,4.033333333333333,3.0,121.0,2.0,2.0,1.0,35890.0,323.3333333333333,90.0,631.6620692244942,111.0,220.0,1.981981981981982,43.0,14.0,21.0,265490.0,141.0,1882.9078014184397,0.26785714285714285,6.397146917054415,107,71.49551900823275,72.58316221765914,13.008300327664795,0.37383177570093457,3,15,0.4766355140186916,0.5981308411214953,0.4392523364485981,0.16822429906542055,0.7383177570093458,5329.719626168225,1824.392523364486
PRV51040,0,63000.0,7000.0,5000.0,7681.145747868608,9.0,8544.0,1068.0,10.555555555555555,4.0,95.0,4.0,3.0,2.0,11470.0,148.96103896103895,60.0,250.15039905279934,77.0,240.0,3.116883116883117,13.0,6.0,10.0,74470.0,86.0,865.9302325581396,0.11538461538461539,5.492110539621654,69,71.60801118947714,73.83436002737851,14.649631826616531,0.4782608695652174,2,10,0.37681159420289856,0.5652173913043478,0.34782608695652173,0.08695652173913043,0.6956521739130435,7824.927536231884,2255.217391304348
PRV51041,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,7410.0,217.94117647058823,60.0,562.4232171797465,34.0,270.0,7.9411764705882355,9.0,4.0,5.0,7410.0,34.0,217.94117647058823,0.0,0.0,31,70.480581130909,72.41615331964408,12.601372219755968,0.45161290322580644,1,6,0.5161290322580645,0.4838709677419355,0.22580645161290322,0.22580645161290322,0.6451612903225806,1506.4516129032259,2292.2580645161293
PRV51042,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,48050.0,338.38028169014086,90.0,625.7915694564421,142.0,310.0,2.183098591549296,52.0,27.0,27.0,48050.0,142.0,338.38028169014086,0.0,0.0,128,73.59469113620808,73.95619438740589,11.96550842092612,0.4609375,9,28,0.34375,0.515625,0.3828125,0.140625,0.6015625,4862.109375,2450.15625
PRV51043,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,4480.0,194.7826086956522,60.0,297.6402582315741,23.0,0.0,0.0,6.0,2.0,4.0,4480.0,23.0,194.7826086956522,0.0,0.0,20,73.31581108829569,73.45790554414785,13.815521311863003,0.45,2,4,0.35,0.65,0.35,0.15,0.8,2987.5,1670.0
PRV51044,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,21330.0,361.52542372881356,100.0,633.149798583193,59.0,130.0,2.2033898305084745,1.0,1.0,1.0,21330.0,59.0,361.52542372881356,0.0,0.0,39,70.3709787816564,71.41683778234086,11.817213068822575,0.5128205128205128,1,5,0.3333333333333333,0.5641025641025641,0.4358974358974359,0.10256410256410256,0.5897435897435898,2498.974358974359,2469.74358974359
PRV51045,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,8390.0,270.64516129032256,80.0,602.7212483609703,31.0,40.0,1.2903225806451613,16.0,4.0,8.0,8390.0,31.0,270.64516129032256,0.0,0.0,29,71.99121999575162,71.66872005475702,9.808504105041957,0.3793103448275862,3,9,0.4827586206896552,0.5172413793103449,0.4482758620689655,0.10344827586206896,0.7241379310344828,3965.1724137931033,2008.2758620689656
PRV51046,0,101000.0,12625.0,10000.0,11160.357137142675,8.0,8544.0,1068.0,4.5,3.0,36.0,1.0,1.0,1.0,8370.0,279.0,100.0,468.2273983351723,30.0,100.0,3.3333333333333335,5.0,2.0,3.0,109370.0,38.0,2878.157894736842,0.25806451612903225,12.065464102257796,26,71.5733164850208,69.83299110198494,16.410325625387095,0.34615384615384615,1,6,0.34615384615384615,0.5,0.34615384615384615,0.2692307692307692,0.8076923076923077,7563.846153846154,2120.3846153846152
PRV51047,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,2530.0,230.0,100.0,371.80640123591206,11.0,0.0,0.0,10.0,1.0,5.0,2530.0,11.0,230.0,0.0,0.0,11,71.08281998631074,72.50102669404518,12.565987997457308,0.5454545454545454,2,6,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.0,0.6363636363636364,4106.363636363636,1662.7272727272727
PRV51048,0,19000.0,4750.0,4500.0,1707.825127659933,4.0,4272.0,1068.0,4.75,4.0,19.0,4.0,3.0,0.0,8700.0,255.88235294117646,95.0,569.822501055765,34.0,80.0,2.3529411764705883,11.0,4.0,8.0,27700.0,38.0,728.9473684210526,0.11428571428571428,2.183657050913688,33,71.77458361852612,70.83641341546885,14.525139781921562,0.3939393939393939,1,9,0.5757575757575758,0.6060606060606061,0.3939393939393939,0.12121212121212122,0.8484848484848485,4500.0,2199.6969696969695
PRV51049,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,21720.0,305.9154929577465,70.0,644.0465321804644,71.0,190.0,2.676056338028169,35.0,11.0,21.0,21720.0,71.0,305.9154929577465,0.0,0.0,65,70.60837150529142,71.66872005475702,11.543688226199139,0.4461538461538462,4,21,0.4307692307692308,0.6,0.36923076923076925,0.15384615384615385,0.6615384615384615,2365.5384615384614,3096.769230769231
PRV51052,1,14000.0,7000.0,7000.0,2828.42712474619,2.0,2136.0,1068.0,9.0,9.0,18.0,2.0,1.0,0.0,16800.0,381.8181818181818,60.0,710.726037976014,44.0,210.0,4.7727272727272725,16.0,5.0,6.0,30800.0,46.0,669.5652173913044,0.044444444444444446,0.8332837331111244,37,70.85232254842111,72.41615331964408,12.811511282171267,0.4594594594594595,1,7,0.2972972972972973,0.6216216216216216,0.40540540540540543,0.10810810810810811,0.5945945945945946,2969.189189189189,1958.6486486486488
PRV51053,0,8000.0,8000.0,8000.0,7937.253933193771,1.0,1068.0,1068.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,265.1538461538462,80.0,517.8553338098865,0.0,0.0,1.9866845940319222,0.0,0.0,0.0,8000.0,1.0,8000.0,1.0,8000.0,1,68.66803559206024,68.66803559206024,12.65418930687249,1.0,1,1,0.0,1.0,1.0,0.0,0.0,8000.0,90.0
PRV51054,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,15130.0,265.43859649122805,90.0,417.09056131834507,57.0,140.0,2.456140350877193,3.0,2.0,2.0,15130.0,57.0,265.43859649122805,0.0,0.0,40,70.99137577002054,72.03832991101984,11.681376040330615,0.4,1,4,0.325,0.5,0.45,0.05,0.525,2650.0,2127.25
PRV51055,0,16700.0,8350.0,8350.0,10818.733752154178,2.0,2136.0,1068.0,5.5,5.5,11.0,1.0,1.0,0.0,4940.0,247.0,65.0,549.3546453028221,20.0,70.0,3.5,5.0,2.0,3.0,21640.0,22.0,983.6363636363636,0.09523809523809523,3.3798826148552923,22,69.33271109451807,71.62217659137576,17.61113694739541,0.45454545454545453,1,8,0.45454545454545453,0.6818181818181818,0.36363636363636365,0.18181818181818182,0.5,5162.272727272727,1344.090909090909
PRV51056,0,8000.0,4000.0,4000.0,1414.213562373095,2.0,2136.0,1068.0,3.0,3.0,6.0,1.0,1.0,0.0,6700.0,335.0,75.0,666.0369833259222,20.0,10.0,0.5,5.0,2.0,4.0,14700.0,22.0,668.1818181818181,0.09523809523809523,1.1938516639307566,21,77.13086274893256,77.08145106091717,12.694797241205128,0.42857142857142855,1,6,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.19047619047619047,0.9047619047619048,6648.0952380952385,3413.3333333333335
PRV51057,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,6830.0,1366.0,1200.0,1273.8838251583227,5.0,0.0,0.0,1.0,1.0,1.0,6830.0,5.0,1366.0,0.0,0.0,4,79.0403832991102,78.16427104722793,7.507495883618394,0.5,1,1,0.0,0.75,0.25,0.25,0.25,15000.0,3370.0
PRV51058,0,91000.0,18200.0,7000.0,22129.166274399042,5.0,5340.0,1068.0,7.4,7.0,37.0,5.0,3.0,2.0,16030.0,205.51282051282053,70.0,375.3739172552853,78.0,200.0,2.5641025641025643,29.0,8.0,15.0,107030.0,83.0,1289.5180722891566,0.06329113924050633,5.676501777805502,75,73.68469085101528,75.50171115674196,12.168815923287367,0.4666666666666667,2,10,0.38666666666666666,0.5333333333333333,0.4,0.12,0.72,4820.133333333333,1940.2666666666667
PRV51059,1,401000.0,16040.0,10000.0,16539.04471243729,25.0,26700.0,1068.0,6.88,5.0,172.0,12.0,11.0,4.0,20060.0,282.53521126760563,90.0,538.3751169952022,71.0,240.0,3.380281690140845,21.0,8.0,14.0,421060.0,96.0,4386.041666666667,0.3472222222222222,19.98903344798365,82,73.95889884976879,74.50102669404518,12.9960973181368,0.2926829268292683,1,17,0.3170731707317073,0.6219512195121951,0.3780487804878049,0.10975609756097561,0.6219512195121951,10835.975609756097,1778.0487804878048
PRV51060,0,35000.0,7000.0,5000.0,4301.162633521313,5.0,5340.0,1068.0,4.8,4.0,24.0,5.0,0.0,0.0,8710.0,235.40540540540542,90.0,274.0802254267351,37.0,0.0,0.0,24.0,5.0,8.0,43710.0,42.0,1040.7142857142858,0.13157894736842105,4.017908391688669,42,71.97542452983932,73.8754277891855,12.232248547123408,0.5238095238095238,2,15,0.38095238095238093,0.5952380952380952,0.4523809523809524,0.14285714285714285,0.7857142857142857,3784.285714285714,1463.5714285714287
PRV51061,0,3000.0,3000.0,3000.0,7937.253933193771,1.0,1068.0,1068.0,8.0,8.0,8.0,1.0,1.0,0.0,51940.0,360.69444444444446,100.0,820.8921062105845,144.0,260.0,1.8055555555555556,6.0,3.0,5.0,54940.0,145.0,378.8965517241379,0.006896551724137931,0.0577578406268651,67,74.84871331228867,77.08145106091717,13.007977456873126,0.3582089552238806,2,5,0.29850746268656714,0.4626865671641791,0.417910447761194,0.11940298507462686,0.7014925373134329,4675.522388059701,2525.9701492537315
PRV51062,0,45000.0,15000.0,16000.0,10535.653752852739,3.0,3204.0,1068.0,4.333333333333333,5.0,13.0,3.0,3.0,0.0,108380.0,275.0761421319797,80.0,560.6681031795838,394.0,740.0,1.8781725888324874,3.0,3.0,1.0,153380.0,397.0,386.3476070528967,0.007594936708860759,0.41520192653693916,166,72.31153773203697,73.66598220396989,13.432956801225961,0.39156626506024095,1,12,0.3373493975903614,0.5481927710843374,0.39759036144578314,0.14457831325301204,0.6927710843373494,4204.096385542169,1917.6506024096386
PRV51063,0,0.0,9484.693084693085,7000.0,7937.253933193771,0.0,0.0,1068.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,51110.0,343.02013422818794,80.0,649.1935794860635,149.0,160.0,1.0738255033557047,3.0,3.0,0.0,51110.0,149.0,343.02013422818794,0.0,0.0,115,69.73086926762491,70.99794661190965,14.542966203227211,0.4260869565217391,1,14,0.41739130434782606,0.6260869565217392,0.41739130434782606,0.1565217391304348,0.6869565217391305,3849.304347826087,2977.391304347826
PRV51064,1,280000.0,7777.777777777777,6000.0,7187.732052844767,36.0,38448.0,1068.0,5.305555555555555,4.0,191.0,28.0,17.0,6.0,80320.0,300.8239700374532,80.0,539.7222159599519,267.0,500.0,1.8726591760299625,97.0,32.0,61.0,360320.0,303.0,1189.1749174917493,0.13432835820895522,3.4860123753439325,227,73.25070330803536,73.74948665297741,13.857349374956419,0.44933920704845814,4,39,0.3568281938325991,0.6079295154185022,0.42731277533039647,0.1145374449339207,0.7136563876651982,5236.1233480176215,2001.9823788546255
PRV51065,0,75000.0,7500.0,7500.0,2915.4759474226503,10.0,9612.0,1068.0,5.6,5.0,56.0,3.0,1.0,1.0,1570.0,87.22222222222223,55.0,89.62704132095243,18.0,110.0,6.111111111111111,7.0,3.0,4.0,76570.0,28.0,2734.6428571428573,0.5263157894736842,47.740292807129215,26,76.03527615437267,78.12594113620807,10.0941815384112,0.4230769230769231,1,6,0.4230769230769231,0.6923076923076923,0.34615384615384615,0.038461538461538464,0.7307692307692307,6088.076923076923,1683.4615384615386
PRV51066,0,19000.0,9500.0,9500.0,7778.174593052023,2.0,2136.0,1068.0,2.0,2.0,4.0,2.0,2.0,1.0,5790.0,263.1818181818182,80.0,502.1893625358426,22.0,100.0,4.545454545454546,6.0,5.0,5.0,24790.0,24.0,1032.9166666666667,0.08695652173913043,3.280953203246417,21,69.08249405169323,70.16563997262149,14.02585153860796,0.3333333333333333,1,5,0.47619047619047616,0.5714285714285714,0.2857142857142857,0.09523809523809523,0.5238095238095238,5714.285714285715,1204.7619047619048
